year,GEOID,state,county,borough,tract,median_income,race_total,white_alone,black_alone,asian_alone,pct_white,pct_black,pct_asian,eth_total,hispanic_any,pct_hispanic,pop_total,under5,age65plus,pct_under5,pct_65plus,hh_total,owner_occ,renter_occ,pct_owner,pct_renter
2020,36005020200,36,005,Bronx,020200,41393,2387,335,375,468,14.034,15.71,19.606,2387,1532,64.181,2387,156,374,6.535,15.668,875,135,740,15.429,84.571
2020,36005020400,36,005,Bronx,020400,60278,3279,711,183,557,21.683,5.581,16.987,3279,2160,65.874,3279,400,305,12.199,9.302,994,194,800,19.517,80.483
2020,36005020501,36,005,Bronx,020501,20101,6910,1344,1808,80,19.45,26.165,1.158,6910,5195,75.181,6910,632,844,9.146,12.214,2697,40,2657,1.483,98.517
2020,36005020502,36,005,Bronx,020502,21683,2285,147,957,8,6.433,41.882,0.35,2285,1663,72.779,2285,121,380,5.295,16.63,995,166,829,16.683,83.317
2020,36005020601,36,005,Bronx,020601,48654,2469,418,229,782,16.93,9.275,31.673,2469,1199,48.562,2469,247,374,10.004,15.148,864,218,646,25.231,74.769
2020,36005020900,36,005,Bronx,020900,39741,4466,646,2028,12,14.465,45.41,0.269,4466,2576,57.68,4466,192,408,4.299,9.136,1848,0,1848,0.0,100.0
2020,36005021001,36,005,Bronx,021001,57222,8489,596,4546,802,7.021,53.552,9.448,8489,3292,38.78,8489,573,1278,6.75,15.055,3666,751,2915,20.486,79.514
2020,36005021002,36,005,Bronx,021002,59977,7958,808,3798,1277,10.153,47.726,16.047,7958,2989,37.56,7958,620,1043,7.791,13.106,3263,559,2704,17.131,82.869
2020,36005021100,36,005,Bronx,021100,31929,5642,818,2140,49,14.498,37.93,0.868,5642,3757,66.59,5642,444,496,7.87,8.791,1803,111,1692,6.156,93.844
2020,36005021200,36,005,Bronx,021200,66442,4931,910,1789,1269,18.455,36.281,25.735,4931,1731,35.104,4931,223,768,4.522,15.575,2323,582,1741,25.054,74.946
2020,36005021301,36,005,Bronx,021301,32361,1175,140,388,0,11.915,33.021,0.0,1175,786,66.894,1175,84,115,7.149,9.787,409,101,308,24.694,75.306
2020,36005021302,36,005,Bronx,021302,19155,5369,599,2046,33,11.157,38.108,0.615,5369,3621,67.443,5369,445,1349,8.288,25.126,2406,52,2354,2.161,97.839
2020,36005021501,36,005,Bronx,021501,39875,4478,517,1543,0,11.545,34.457,0.0,4478,3259,72.778,4478,376,350,8.397,7.816,1319,26,1293,1.971,98.029
2020,36005021502,36,005,Bronx,021502,30125,6397,639,1940,0,9.989,30.327,0.0,6397,4928,77.036,6397,533,417,8.332,6.519,2112,106,2006,5.019,94.981
2020,36005021601,36,005,Bronx,021601,36163,4436,853,1317,280,19.229,29.689,6.312,4436,2766,62.353,4436,437,386,9.851,8.702,1468,263,1205,17.916,82.084
2020,36005021602,36,005,Bronx,021602,56905,5880,988,1729,2179,16.803,29.405,37.058,5880,1824,31.02,5880,336,599,5.714,10.187,2200,527,1673,23.955,76.045
2020,36005021700,36,005,Bronx,021700,40778,5233,402,2392,163,7.682,45.71,3.115,5233,2534,48.423,5233,548,271,10.472,5.179,1610,7,1603,0.435,99.565
2020,36005021800,36,005,Bronx,021800,47581,6010,882,1622,214,14.676,26.988,3.561,6010,4454,74.11,6010,165,703,2.745,11.697,2265,408,1857,18.013,81.987
2020,36005021900,36,005,Bronx,021900,27569,857,89,132,23,10.385,15.403,2.684,857,723,84.364,857,34,104,3.967,12.135,379,0,379,0.0,100.0
2020,36005022000,36,005,Bronx,022000,35250,1985,271,588,133,13.652,29.622,6.7,1985,1341,67.557,1985,155,121,7.809,6.096,620,14,606,2.258,97.742
2020,36005022101,36,005,Bronx,022101,41128,3908,480,641,193,12.282,16.402,4.939,3908,3035,77.661,3908,363,272,9.289,6.96,1258,0,1258,0.0,100.0
2020,36005022102,36,005,Bronx,022102,34659,5433,724,678,19,13.326,12.479,0.35,5433,4748,87.392,5433,401,265,7.381,4.878,1593,11,1582,0.691,99.309
2020,36005022200,36,005,Bronx,022200,53869,3064,449,255,1174,14.654,8.322,38.316,3064,1265,41.286,3064,256,240,8.355,7.833,1007,197,810,19.563,80.437
2020,36005022300,36,005,Bronx,022300,27232,5168,1105,844,10,21.382,16.331,0.193,5168,4269,82.604,5168,576,584,11.146,11.3,1993,0,1993,0.0,100.0
2020,36005022401,36,005,Bronx,022401,48984,2470,437,408,114,17.692,16.518,4.615,2470,1672,67.692,2470,121,358,4.899,14.494,1047,101,946,9.647,90.353
2020,36005022403,36,005,Bronx,022403,53015,2920,686,773,57,23.493,26.473,1.952,2920,1635,55.993,2920,213,380,7.295,13.014,1230,163,1067,13.252,86.748
2020,36005022404,36,005,Bronx,022404,58690,4384,1025,1144,288,23.38,26.095,6.569,4384,2357,53.764,4384,121,511,2.76,11.656,1839,461,1378,25.068,74.932
2020,36005022500,36,005,Bronx,022500,48152,8937,1317,2654,78,14.736,29.697,0.873,8937,6960,77.878,8937,934,641,10.451,7.172,2220,79,2141,3.559,96.441
